name_x,ogrn,short_name,full_name,address_x,website,reg_date,liq_date,status_x,inn,region,okato,oktmo_code,okved,okved_code,okopf,okopf_code,domain_name,registrar,creation_date,expiration_date
"АВТОЛЮБИТЕЛЬ, ЧОУ ДПО",1112700000027.0,"ЧОУ ДПО ""АВТОЛЮБИТЕЛЬ""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОЛЮБИТЕЛЬ""","682950, Хабаровский кр., Вяземский район, г. Вяземский, ул. Орджоникидзе, д. 43",avtolubitel-vzm.ru,2011-01-14,,Действующая,2711000925.0,Хабаровский край,"Хабаровский край, Вяземский район, Вяземский",8617101001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVTOLUBITEL-VZM.RU,DOMENUS-RU,2013-01-15 10:32:09,2023-01-15 11:32:09
"АВТОЛЮБИТЕЛЬ, ЧОУ ПО",1071100000872.0,"ЧОУ ПО ""АВТОЛЮБИТЕЛЬ""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОЛЮБИТЕЛЬ""","167000, Коми респ., г. Сыктывкар, ул. Куратова, д. 83 офис 306",avtolubitel11.ru,2007-06-13,,Действующая,1101500890.0,Коми (Республика),"Республика Коми, Сыктывкар",87701000001.0,Обучение профессиональное,85.30,Частные учреждения,75500.0,AVTOLUBITEL11.RU,RU-CENTER-RU,2014-10-27 08:07:31,2022-10-27 08:07:31
"АВТОЛЮБИТЕЛЬ-2, АВТОШКОЛА",1033801428231.0,"АВТОШКОЛА ""АВТОЛЮБИТЕЛЬ-2""","ЧАСТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВТОЛЮБИТЕЛЬ-2""","664020, Иркутская обл., г. Иркутск, ул. Новаторов, д. 22",автолюбитель2.рф,1996-03-26,,Действующая,3810018851.0,Иркутская область,"Иркутская область, Иркутск, Ленинский",25701000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,XN--2-7SBDDQRTDW3BE6JUA.XN--P1AI,REGTIME-RF,2019-02-14 18:37:04,2023-02-14 18:37:04
"АВТОЛЮКС 2002, ЧУДО",1075400004052.0,"ЧУДО ""АВТОЛЮКС 2002""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""АВТОЛЮКС 2002""","630027, Новосибирская обл., г. Новосибирск, ул. Дунаевского, д. 1",автолюкс2002.рф,2007-07-10,,Действующая,5410013806.0,Новосибирская область,"Новосибирская область, Новосибирск, Калининский",50701000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,XN--2002-43DM0DH0A6AH0M.XN--P1AI,RUCENTER-RF,2021-05-20 18:49:28,2023-05-20 18:49:28
"АВТОЛЮКС 2020, АНО ДПО",1215400010980.0,"АНО ДПО ""АВТОЛЮКС 2020""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОЛЮКС 2020""","630501, Новосибирская обл, м.р-н Новосибирский, г.п. рабочий поселок Краснообск, рп Краснообск, д. 213, офис 108",автолюкс2020.рф,2021-03-17,,Действующая,5433976955.0,Новосибирская область,"Новосибирская область, Новосибирский район, Краснообск",50640154051.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Автономные некоммерческие организации,71400.0,XN--2020-43DM0DH0A6AH0M.XN--P1AI,RUCENTER-RF,2021-12-06 08:27:21,2022-12-06 08:27:21
"АВТОЛЮКС, НОЧУ ДПО",1046605219297.0,"НОЧУ ДПО ""АВТОЛЮКС""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОЛЮКС""","620089, Свердловская обл., г. Екатеринбург, ул. Родонитовая, д. 1 кв. 59",autolux-prava.ru,2004-11-02,2019-08-14,Недействующая,6674145620.0,Свердловская область,"Свердловская область, Екатеринбург, Чкаловский",65701000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AUTOLUX-PRAVA.RU,RU-CENTER-RU,2006-08-30 20:00:00,2022-08-30 21:00:00
"АВТОМАГИСТРАЛЬ, ЧУ ДПО",1022601449892.0,"ЧУ ДПО""АВТОМАГИСТРАЛЬ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ""АВТОМАГИСТРАЛЬ""","357209, Ставропольский кр., Минераловодский район, г. Минеральные Воды, ул. Пушкина, д. 15",nouavtomagistral.ru,1997-12-13,,Действующая,2630022906.0,Ставропольский край,"Ставропольский край, Минеральные Воды",7721000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,NOUAVTOMAGISTRAL.RU,REGRU-RU,2014-09-02 05:49:25,2022-09-02 06:49:25
"АВТОМАГИЯ-НН, ЧПОУ",1135200000539.0,"ЧПОУ""АВТОМАГИЯ-НН""","ЧАСТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВТОМАГИЯ-НН""","606524, Нижегородская обл., Городецкий район, г. Заволжье, ул. Баумана, д. 10",avtonnov.ru,2013-02-06,,Действующая,5248995128.0,Нижегородская область,"Нижегородская область, Городецкий район, Заволжье",22628103001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVTONNOV.RU,REGRU-RU,2018-11-23 10:02:44,2022-11-23 10:02:44
"АВТОМОБИЛИСТ, ЧОУ",1026101412776.0,"ЧОУ ""АВТОМОБИЛИСТ""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ВОДИТЕЛЕЙ ""АВТОМОБИЛИСТ""","346480, Ростовская обл., Октябрьский район, рабочий пос. Каменоломни, ул. Комсомольская, д. 2Г",driver61k.ru,2000-07-11,,Действующая,6125019801.0,Ростовская область,"Ростовская область, Октябрьский район, Каменоломни",60641151051.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Общественные учреждения,75505.0,DRIVER61K.RU,DOMENUS-RU,2018-07-27 09:20:29,2023-07-27 09:20:29
"АВТООБУЧ, ЧПОУ",1023501238683.0,"ЧПОУ ""АВТООБУЧ""","ЧАСТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВТООБУЧ""","162600, Вологодская обл., г. Череповец, ул. Комарова, д. 8",avtoobuch35.ru,1997-04-23,,Действующая,3528053888.0,Вологодская область,"Вологодская область, Череповец",19730000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVTOOBUCH35.RU,RU-CENTER-RU,2011-08-12 09:28:49,2022-08-12 10:28:49
"АВТОПИЛОТ, НОУ",1036604821428.0,"НОУ ""АВТОПИЛОТ","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВТОПИЛОТ""","620072, Свердловская обл., г. Екатеринбург, бульвар Сиреневый, д. 15В",avtopilot-ekb.ru,2003-12-17,2021-02-26,Недействующая,6673106153.0,Свердловская область,"Свердловская область, Екатеринбург, Кировский",65701000001.0,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,Частные учреждения,75500.0,AVTOPILOT-EKB.RU,RU-CENTER-RU,2011-04-25 12:45:14,2023-04-25 13:45:14
"АВТОПРЕСТИЖ, ЧУ КУЦ",1135200002255.0,"ЧУ КУЦ ""АВТОПРЕСТИЖ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ КОНСУЛЬТАЦИОННО-УЧЕБНЫЙ ЦЕНТР ""АВТОПРЕСТИЖ""","607600, Нижегородская обл., Богородский район, г. Богородск, ул. Ленина, д. 218А каб. 6",avtoprestige52.ru,2013-06-26,,Действующая,5245995151.0,Нижегородская область,"Нижегородская область, Богородский район, Богородск",22507000001.0,"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,Частные учреждения,75500.0,AVTOPRESTIGE52.RU,REGRU-RU,2013-12-28 16:20:24,2022-12-28 17:20:24
"АВТОРИТЕТ, ЧУ ДПО АВТОШКОЛА",1132300004077.0,"ЧУ ДПО АВТОШКОЛА ""АВТОРИТЕТ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ АВТОШКОЛА ""АВТОРИТЕТ""","353309, Краснодарский кр., Абинский район, станица Холмская, ул. Мира, д. 7",avtoritet-abinsk.ru,2013-07-26,,Действующая,2323980174.0,Краснодарский край,"Краснодарский край, Абинский район, Холмский, ст-ца Холмская",3601408101.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVTORITET-ABINSK.RU,SALENAMES-RU,2022-01-19 13:13:03,2023-01-19 13:13:03
"АВТОРСКАЯ ШКОЛА ГОРНЫЙ, ЧОУ",1167800052584.0,"ЧОУ ""АВТОРСКАЯ ШКОЛА ""ГОРНЫЙ""","ЧАСТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВТОРСКАЯ ШКОЛА ""ГОРНЫЙ""","199226, г. Санкт-Петербург, ул. Нахимова, д. 15 литера Ж",miningschool.ru,2016-05-27,,Действующая,7801310279.0,Санкт-Петербург,"Санкт-Петербург, Василеостровский",40310000000.0,Образование начальное общее,85.12,Частные учреждения,75500.0,MININGSCHOOL.RU,RU-CENTER-RU,2017-08-04 06:32:59,2022-08-04 06:32:59
"АВТОШКОЛА №1 СПБГО ВОА, ЧОУ ДПО",1027802493476.0,"ЧОУ ДПО ""АВТОШКОЛА №1 СПБГО ВОА""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОШКОЛА №1 САНКТ-ПЕТЕРБУРГСКОГО ГОРОДСКОГО ОТДЕЛЕНИЯ ВСЕРОССИЙСКОГО ОБЩЕСТВА АВТОМОБИЛИСТОВ""","194044, г. Санкт-Петербург, пер. Нейшлотский, д. 23 литера ""А"" пом. 8Н",1voa.ru,2000-10-13,,Действующая,7804148472.0,Санкт-Петербург,"Санкт-Петербург, Калининский",40330000000.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,1VOA.RU,RU-CENTER-RU,2008-04-17 20:00:00,2023-04-17 21:00:00
"АВТОШКОЛА №4, ЧОУ ДПО",1027800522155.0,"ЧОУ ДПО ""АВТОШКОЛА №4""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОШКОЛА №4""","199178, г. Санкт-Петербург, лн. 15-Я В.О., д. 62",auto4-spb.ru,1998-06-08,,Действующая,7801107982.0,Санкт-Петербург,"Санкт-Петербург, Василеостровский",40308000000.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AUTO4-SPB.RU,RU-CENTER-RU,2011-07-07 06:27:40,2023-07-07 07:27:40
"АВТОШКОЛА АБИС-2, ЧУ ПО",1027809239655.0,"ЧУ ПО ""АВТОШКОЛА ""АБИС-2""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОШКОЛА ""АБИС-2""","191028, г. Санкт-Петербург, ул. Моховая, д. 31 литера А пом. 22-Н",abis2.ru,2002-06-28,,Действующая,7825479980.0,Санкт-Петербург,"Санкт-Петербург, Центральный",40910000000.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,ABIS2.RU,R01-RU,2007-12-17 21:00:00,2022-12-17 21:00:00
"АВТОШКОЛА АВАНГАРД, ЧОУ ДПО",1092700000733.0,ЧОУ ДПО ``АВТОШКОЛА ``АВАНГАРД``,ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ``АВТОШКОЛА ``АВАНГАРД``,"681000, Хабаровский кр., г. Комсомольск-На-Амуре, ул. Лесозаводская, д. 4",avangard-kms.ru,2009-07-28,,Действующая,2703051884.0,Хабаровский край,"Хабаровский край, Комсомольск-на-Амуре",8709000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVANGARD-KMS.RU,REGRU-RU,2013-09-18 01:15:07,2022-09-18 02:15:07
"АВТОШКОЛА АВЕРС, ЧОУ ПО",1024701898572.0,"ЧОУ ПО ""АВТОШКОЛА АВЕРС""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОШКОЛА АВЕРС""","187000, Ленинградская обл., Тосненский район, г. Тосно, ул. Боярова, д. 27",avers-tosno.ru,1999-10-21,,Действующая,4716011970.0,Ленинградская область,"Ленинградская область, Тосненский район, Тосно",41648101001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,AVERS-TOSNO.RU,TIMEWEB-RU,2020-08-18 05:55:03,2022-08-18 05:55:03
